0 15
10 43
20 6
30 4
40 9
50 9
60 224576
70 353161
80 355351
90 375626
100 409951
110 537161
120 877224
130 1689624
140 2960452
150 4219330
160 7587362
170 6628372
180 3615410
190 1838154
200 951125
210 485287
220 249172
230 138733
240 89871
250 71736
260 66169
270 10893
280 5
290 5
300 2
310 4
320 2
330 1
340 5
350 4
360 5
370 1
380 1
390 3
400 2
410 3
420 3
430 6
440 2
450 10
460 6
470 16
480 19
490 10
500 13
510 7
520 4
530 5
550 3
570 1
610 2
650 1
680 2
690 4
710 2
720 1
730 1
740 1
830 1
850 1
900 1
930 1
940 1
960 4
980 1
990 1
