0 21
10 32
20 8
30 5
40 5
50 14
60 34790
70 315329
80 363604
90 479018
100 597392
110 766773
120 1149300
130 2392895
140 4394445
150 5835552
160 10405961
170 8013419
180 3662298
190 1678560
200 828830
210 412584
220 207535
230 114309
240 77619
250 60419
260 1094
270 4
280 3
290 1
300 2
310 6
320 4
330 3
360 4
370 1
380 3
390 2
400 1
410 2
420 4
430 9
440 7
450 10
460 12
470 11
480 24
490 16
500 13
510 12
520 4
530 2
550 3
570 1
580 2
590 1
610 1
620 2
630 1
650 1
660 1
670 1
700 2
720 1
750 1
770 1
790 1
800 1
810 2
850 2
930 2
960 1
970 2
990 1
