0 2
10 12
30 3
40 9
50 2
60 7
70 7
80 156941
90 246314
100 313876
110 447368
120 760905
130 1711270
140 3446319
150 5476423
160 10446167
170 8603398
180 4205208
190 1935423
200 937148
210 468331
220 239464
230 133309
240 91223
250 39418
260 7
270 2
280 7
290 3
300 6
310 4
320 4
330 3
340 5
360 1
380 4
390 1
400 1
410 1
420 3
430 6
440 4
450 6
460 5
470 18
480 17
490 25
500 18
510 17
520 7
530 4
540 3
550 1
560 1
570 3
580 2
590 2
610 1
620 1
630 2
650 3
720 1
750 1
780 1
830 2
850 1
860 1
920 1
930 1
940 5
950 2
960 2
970 1
980 1
990 1
