0 7
10 38
20 7
30 5
40 6
50 7
60 95288
70 245925
80 252012
90 274275
100 310007
110 407471
120 626422
130 1151730
140 2114663
150 3186568
160 6010254
170 5944595
180 3629684
190 1994775
200 1071995
210 552068
220 281302
230 152542
240 95994
250 74097
260 67740
270 57126
280 4268
300 6
310 4
320 1
330 4
340 5
350 2
360 3
370 2
380 2
390 2
400 4
410 3
420 2
440 3
450 3
460 6
470 6
480 16
490 12
500 11
510 8
520 6
530 1
540 5
550 4
560 1
580 1
590 2
610 1
620 3
650 3
670 2
680 1
690 2
700 1
720 2
730 1
760 1
780 2
790 2
810 1
850 1
980 1
