0 17
10 48
20 9
30 11
40 14
50 123347
60 224068
70 256945
80 289953
90 352995
100 407093
110 531070
120 785102
130 1387835
140 2425299
150 3249689
160 5644706
170 5188514
180 3055858
190 1685586
200 933837
210 500675
220 269115
230 150129
240 96656
250 75357
260 68458
270 73112
280 45786
290 1
300 1
310 4
320 5
330 2
340 2
350 4
360 6
370 3
380 2
390 2
400 2
420 2
430 6
440 2
450 2
460 11
470 9
480 9
490 8
500 12
510 9
520 5
530 1
540 3
550 2
560 1
570 1
590 1
620 2
630 1
650 1
680 1
690 1
700 2
710 2
740 1
750 1
770 2
800 1
810 1
820 1
850 1
880 1
920 1
930 2
940 1
990 1
