0 17
10 32
20 7
30 6
40 2
50 5
60 11
70 125975
80 245262
90 312519
100 388924
110 523822
120 878337
130 1894355
140 3544878
150 5033166
160 9104774
170 7233835
180 3474237
190 1585181
200 783553
210 388265
220 193723
230 106966
240 74210
250 55183
260 1069
270 3
280 1
290 3
310 3
320 3
330 2
350 1
370 1
380 2
400 2
410 5
420 2
430 5
440 2
450 15
460 13
470 20
480 16
490 23
500 7
510 7
520 4
530 7
540 1
550 4
560 2
570 1
600 1
620 1
660 2
670 1
680 1
690 1
700 1
740 1
750 2
760 1
840 1
920 1
930 2
940 1
950 3
960 1
970 1
