0 13
10 38
20 6
30 10
40 4
50 7
60 111086
70 336993
80 372527
90 429491
100 482106
110 622533
120 913612
130 1644827
140 3101812
150 4404084
160 8194416
170 7709093
180 4285989
190 2161809
200 1088306
210 531372
220 260211
230 137169
240 88360
250 70794
260 69368
270 13457
290 3
300 3
310 4
320 5
330 2
340 3
350 2
370 4
400 3
420 5
440 2
450 6
460 6
470 12
480 14
490 11
500 14
510 8
520 9
530 1
540 1
570 3
590 1
610 1
620 2
640 1
650 1
660 2
670 1
700 1
720 1
740 3
750 1
810 1
820 1
830 1
850 1
860 2
870 2
880 1
910 1
920 1
930 1
940 1
950 1
980 1
