0 24
10 45
20 6
30 11
40 8
50 2052
60 179855
70 271110
80 320678
90 415244
100 504750
110 638806
120 948480
130 1803695
140 3341232
150 4718083
160 8425075
170 7791564
180 4496271
190 2399110
200 1295886
210 674825
220 352765
230 192266
240 125680
250 102124
260 95107
270 102580
280 3153
290 6
300 2
310 3
320 7
330 4
340 5
350 2
360 3
370 1
390 3
400 2
420 1
430 3
440 8
450 9
460 13
470 13
480 14
490 14
500 16
510 10
520 7
530 6
540 3
550 3
560 3
570 2
590 1
600 4
610 4
620 2
630 1
640 1
650 1
670 2
710 1
720 1
730 1
740 2
750 1
760 1
780 1
800 1
820 1
830 2
840 1
860 1
880 1
890 1
910 1
920 1
940 1
950 1
970 1
990 2
