0 3950
20 154339
40 4680712
60 19445352
80 56607753
100 104087227
120 270328228
140 364693928
150 1817480927
160 871037139
180 788812965
200 207628638
220 58788588
240 26792223
260 16653151
280 10895048
300 7050654
320 4997056
340 4878980
360 3625928
380 1671556
400 605938
420 216993
440 144727
460 160652
480 175706
500 144261
520 133759
540 106576
560 64412
580 34242
600 18001
620 14205
640 13316
660 11977
680 7305
700 3504
720 1131
