0 171
20 82363
40 6434111
60 37263222
80 57600892
100 87482196
120 244667571
140 322464863
150 1477231556
160 691803891
180 646776339
200 179331669
220 50702426
240 23208644
260 17200508
280 9197412
300 3698014
320 1559120
340 280221
360 5836
